cz,czname,pop2000,fips,statename,stateabbrv,location,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,female,male,age_0_to_19,age_20_to_39,age_40_to_64,age_over_64,asian,black,hispanic,white,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
34901,Albuquerque,755244.0,35,New Mexico,NM,"Albuquerque, NM",0.2855539,0.216354,0.1685714,0.1183413,0.2255072,0.1974759,0.197687,0.1684958,0.68244302,0.79479825,0.86019921,0.90790761,0.202868,7255.1418,1.131082,0.1480031,0.1199888,0.1426299,-0.7908022,73.49177,78.306996,64.482553,68.269038,61.274349,36.458865,0.0959375,0.0819268,0.1111551,0.1765339,0.36648,0.1425745,0.09867,0.5004,-0.76025629,54.68524,2.15864,41.20668,0.0434297,0.4437713,0.5222716,0.6407031,0.08358,7.603343,0.0303517804,0.0219928924,54.62086,0.2734511,35590.62,164086.6553,5.0906997,17.383725,-13.66197,0.0333644,27.45881,2527.03,-0.1000574,39.25025,0.2386933,0.0076942,2022.211,0.013712,0.0,0.5079905755783143,0.49200942442168566,0.265381871479468,0.27438860521365227,0.3270766484373398,0.1338770831781844,0.01862327029159368,0.022571338835589604,0.4708724713419655,0.4074896738256439,82.92603,81.0876,85.08652,83.81204,86.4167,85.62869,87.81069,87.49705,77.39407,75.53149,81.05483,79.78654,83.88329,83.12782,85.87638,85.61835,0.232064,0.3340932,0.2755161,0.3540697,0.2886622,0.3307026,0.3117722,0.3175986,0.1946361,0.2550524,0.2512277,0.2882174,0.2752365,0.3043802,0.2729106,0.2758582,526483,542989,487580,455481,498621,474507,458427,428204
34902,Socorro,21621.0,35,New Mexico,NM,"Socorro, NM",0.3478261,0.2162162,0.2037037,0.1052632,0.2954545,0.1891892,0.1886792,0.2702703,0.69565219,0.83928573,0.81481481,0.84210527,0.2656402,6843.5637,2.129068,0.1878075,0.1267778,0.1376352,-2.000694,76.456154,71.641757,52.111912,71.05886,46.276008,54.121246,0.0183831,0.0173364,0.0151219,0.2044352,0.3517,0.3046708,0.07177,0.45067,-0.69401213,41.7742,0.4625133,43.88789,0.0538319,0.4144315,0.5785788,0.5626462,0.0563314,5.580949,0.0144766662,0.0213681143,1.5928,0.5646302,24360.4,108058.6993,5.4114347,16.3488,-15.37291,-0.0249315,19.23613,1704.0,0.1591999,41.2165,0.247536,0.009204,1629.653,0.0101533,0.0,0.4742932405099017,0.5257067594900983,0.26826285337974504,0.2056540759207865,0.3502516581212663,0.1755021402700033,0.0030104896749611927,0.00865515781551343,0.440378192765417,0.43426313561315205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35001,Phoenix,3303211.0,4,Arizona,AZ,"Phoenix, AZ",0.226034,0.2157068,0.1875327,0.1229544,0.2545455,0.2031883,0.2024905,0.1958296,0.58202994,0.71511149,0.82634407,0.88427168,0.1918569,9757.9498,-0.5936234,0.1534744,0.0930858,0.1098881,0.1145425,80.34571,80.979434,66.044776,79.1994,69.233038,53.608357,0.1202165,0.0984702,0.1388943,0.2083484,0.32195,0.1209832,0.16807,0.50157,-1.4831435,39.38746,3.4316,24.99259,0.0421507,1.017783,1.097427,0.6355171,0.1152527,13.91886,0.0447849078,0.0249502681,170.793,0.2415508,40623.62,169757.5545,5.5463184,20.345788,-10.10688,NA,24.95177,3653.4,-0.1288335,40.2865,0.2030202,0.0095683,3109.376,0.0238422,1.66,0.5033930159169752,0.4966069840830248,0.28209085211206014,0.2765797634317698,0.3073460229425998,0.13300768154388828,0.033888936463283094,0.04788939742879632,0.29697498214441886,0.5789797448473895,82.60304,82.18101,84.3652,84.16684,85.98908,85.89705,87.42033,87.46128,77.36494,76.97443,80.30869,80.14871,82.69735,82.65918,85.10274,85.22316,0.1241329,0.1314236,0.1373419,0.1419551,0.1430874,0.1454141,0.1501148,0.1518092,0.1029322,0.1081113,0.1220575,0.12532190000000001,0.1333697,0.1356277,0.135388,0.1365995,1847039,2145408,2059916,2164964,1897655,1959266,1953740,2111806
35002,Safford,42036.0,4,Arizona,AZ,"Safford, AZ",0.2229299,0.1285714,0.0921053,0.0793651,0.3506494,0.2272727,0.2916667,0.1803279,0.6433121,0.71428573,0.82894737,0.84126985,0.1785783,8550.8952,2.057757,0.1765243,0.1349969,0.1363185,-2.51868,76.303163,63.078243,65.224137,55.572756,54.051916,80.290953,0.0358329,0.0382809,0.0236559,0.2871506,0.22243,0.2013069,0.06422,0.67463,-1.3249828,72.10248,1.512989,30.29546,0.0645985,0.2266838,0.3094074,0.5284834,0.0275729,2.87067,0.0200780284,0.018222476,6.490727,0.5298335,23578.6,104714.6209,4.6059084,21.756932,-7.113125,NA,11.88133,748.0,-0.1502502,44.6755,0.1907456,0.0076601,2696.343,0.0218515,1.66,0.46487822862223765,0.5351217713777624,0.3104248443972154,0.2926633558153152,0.28008501225304155,0.11799787469367395,0.004489167443776973,0.01873739454793867,0.3433670924508252,0.51104942421548,82.44293,81.41766,84.45103,83.67776,83.97676,83.30283,89.64703,89.42989,76.49641,75.38371,80.83372,80.12,84.68109,84.09405,82.76638,82.67866,1.092115,1.095725,1.205528,1.223474,1.388187,1.376963,1.376678,1.389353,0.8587877,0.8509468,1.054025,1.045101,1.306805,1.324793,2.048333,2.013369,21262,20052,21644,9888,18717,23160,23086,9072
35100,Tucson,999882.0,4,Arizona,AZ,"Tucson, AZ",0.2249438,0.1899749,0.1482779,0.1284153,0.2497352,0.2037277,0.1992819,0.1764706,0.64639175,0.75058454,0.85893607,0.88467872,0.18326979999999998,8408.3828,0.2890696,0.1562344,0.1037818,0.1253163,-0.0049254,78.157339,78.647201,68.598437,75.535605,69.798206,45.207043,0.1124232,0.0965757,0.1270977,0.2200086,0.35335,0.1539519,0.1239,0.51786,-0.86740987,45.20663,2.918745,31.47541,0.0451907,0.5682259,0.6141152,0.5924009,0.0886984,12.84615,0.0329928932,0.0251149636,60.258,0.2913961,35571.27,148415.7772,5.805558,19.450966,-10.13658,NA,25.32819,777.235,0.0302691,39.88975,0.2387718,0.0102352,2422.967,0.023764,1.66,0.5067208788243862,0.49327912117561373,0.25865329691487626,0.26290961158673876,0.31123351158340884,0.16709172891758117,0.02401551911243245,0.031701646429605164,0.37076471075417455,0.5294326080664207,83.09171,82.05811,84.70589,84.10818,86.0481,85.82772,87.88456,87.78984,77.89796,76.97138,81.33655,80.85908,82.88699,82.74258,85.65554,85.66455,0.2044845,0.2423411,0.2424388,0.2583124,0.2483598,0.2514471,0.2656517,0.2632837,0.1695287,0.1856273,0.2139048,0.218306,0.2394129,0.2397045,0.2520457,0.2468423,705725,670335,604476,547966,672893,606599,564184,497988
35201,Grand Junction,187857.0,8,Colorado,CO,"Grand Junction, CO",0.2658371,0.1953291,0.1434185,0.1361607,0.2032903,0.1904244,0.1830986,0.185941,0.6793558,0.79973119,0.85779816,0.89081883,0.2106358,6792.3905,-0.2125172,0.1328382,0.1191442,0.1132012,0.1240099,76.204139,86.297965,68.292243,71.694634,67.640001,36.899249,0.0496302,0.0399683,0.0597028,0.0396758,0.31643,0.1086971,0.10695,0.58232,0.15054295,30.12398,0.3651714,10.84868,0.0395622,0.4207481,0.5314265,0.6324133,0.0721613,3.762271,0.0238638965,0.0161931682,22.00392,0.4653064,35421.22,169014.3047,5.3569064,18.429161,1.925922,NA,21.98577,1623.0,-0.0696202,47.06675,0.1901819,0.0116312,2421.188,0.0271186,0.0,0.5024144546797112,0.49758554532028876,0.2526277495550041,0.24077851546766796,0.3329002472921295,0.17265841204672133,0.005976587368612523,0.00669551019701084,0.1460625982563956,0.8179003122550357,83.88319,83.84296,84.98664,85.1494,87.43565,87.53992,88.01961,88.27596,77.95281,77.89705,82.30607,82.45126,84.57382,84.70203,85.97112,86.25229,0.4302186,0.416007,0.4920699,0.4733169,0.5037568,0.489019,0.6427266,0.6117097,0.3489755,0.3432468,0.4136196,0.4044708,0.5022421,0.4947512,0.5843514,0.5597314,143448,147748,148169,103355,136789,149073,143120,94580
35202,Gunnison,14746.0,8,Colorado,CO,"Gunnison, CO",0.173913,0.2222222,0.047619,0.15625,0.1627907,0.1818182,0.0952381,0.0,0.77272725,0.86956519,0.875,0.95454544,0.23893170000000002,7518.1287,0.9627368,0.1556054,0.1285381,0.1239705,-0.9048494,78.662245,77.777778,68.253968,52.380952,70.625875,44.71,0.0446191,0.0531571,0.0342026,0.0172447,0.3649,0.1453834,0.12096,0.52688,1.798034,38.07134,0.3729825,4.828428,0.033011,0.3288276,0.5088767,0.7303796,0.0203523,2.901569,0.0132917401,0.0193272752,3.384828,0.6441314,32805.41,254633.9367,7.4872229,14.363713,5.732325,NA,43.13391,1560.0,-0.0611571,49.56725,0.1660802,0.0059677,3422.812,0.0543061,0.0,0.46225723708318067,0.5377427629168193,0.24294613411506047,0.3291804079638451,0.3169048491510932,0.10999144985953341,0.00580188103090265,0.0034811286185415903,0.08434102845975326,0.8862220593624038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35300,Farmington,168198.0,35,New Mexico,NM,"Farmington, NM",0.2882948,0.2219858,0.1715006,0.1210938,0.2640949,0.2144404,0.25,0.1907285,0.67468941,0.79246736,0.83827496,0.89207649,0.2606996,7501.8431,1.285131,0.164739,0.1361759,0.1201548,-2.457104,77.021458,55.098093,71.909118,48.947253,58.692354,54.966303,0.0473996,0.0432819,0.0465072,0.2981286,0.33196,0.1842748,0.10796,0.53769,-0.99391182,40.14495,0.3448317,13.86937,0.046237,0.4838294,0.6381178,0.6309806,0.0394058,2.53082,0.0459815218,0.0432644859,18.80607,0.3879728,30450.45,163302.0812,5.0984772,17.318883,-8.531424,0.0050726,20.49485,1248.46,-0.1348368,41.70875,0.2095792,0.0079252,2774.948,0.0282978,0.0,0.5000622761949245,0.4999377238050755,0.27963049457678135,0.26810939851575066,0.3263480201359697,0.12691369557320048,0.004727801131350875,0.004317816181431315,0.17366754891276143,0.5421454149151487,83.70715,83.38176,86.2726,86.04549,86.62889,86.77146,88.56737,88.76012,79.07305,78.70057,81.31109,81.12192,84.1615,84.29808,85.60767,85.89217,0.4878548,0.4837154,0.5172858,0.5170392,0.6446862,0.6210737,0.5742956,0.5415853,0.4266513,0.4280199,0.5280983,0.5223745,0.5282573,0.5162714,0.6521544,0.6201155,132686,113864,109844,92036,113226,112775,115267,86428
35401,Flagstaff,289883.0,4,Arizona,AZ,"Flagstaff, AZ",0.2546362,0.2069795,0.1436388,0.0966811,0.1893491,0.1584158,0.1699438,0.1464497,0.68283582,0.80560869,0.8701117,0.90935671,0.20492529999999998,7636.8081,0.4742684,0.1684906,0.1038746,0.1218337,-0.2313063,77.254423,76.264374,69.14953,73.614336,66.49054,38.133395,0.0365046,0.0334528,0.0380867,0.2873363,0.32287,0.1437196,0.12415,0.5479,-0.84970842,31.03493,0.6005871,10.08786,0.0452825,0.9696216,1.244415,0.5891469,0.0620083,5.200886,0.0524487466,0.0351176164,9.432401,0.4609648,35102.3,184914.1884,5.513914,18.939154,-4.779525,NA,24.63114,2482.28,0.0644266,41.59775,0.2106375,0.009628,2138.184,0.0267034,1.66,0.5085765865774108,0.4914234134225893,0.23691786716452637,0.23427158583454574,0.32972833567405885,0.1999456166760576,0.01076733748777076,0.008345317287449507,0.1364741104542129,0.7149108421846398,83.22092,83.36898,85.75674,85.86075,86.25876,86.37217,87.38765,87.57457,78.1839,78.34153,82.84457,82.96214,84.65356,84.77135,86.25941,86.42731,0.3226277,0.3155817,0.3629023,0.3491424,0.4027067,0.3888388,0.5091466,0.4867113,0.284458,0.2832671,0.3286625,0.3196758,0.376653,0.3687733,0.4133379,0.3993494,244998,226551,201800,153409,227347,207772,182512,132682
35402,Cortez,40087.0,8,Colorado,CO,"Cortez, CO",0.2151899,0.1917808,0.1470588,0.0,0.2179487,0.2328767,0.1515152,0.1176471,0.63999999,0.78260869,0.95454544,0.86666667,0.22397999999999998,7302.0786,-0.8148993,0.1376889,0.0985828,0.1097765,-0.9949477,82.827671,78.714854,62.509593,64.82856,56.782964,53.01243,0.0287097,0.0489195,0.0183202,0.3826082,0.2849,0.2161559,0.06825,0.61067,-0.99688494,35.16851,0.1247287,7.169407,0.0546637,0.317741,0.4688243,0.6015586,0.0411101,1.695911,0.0237732931,0.0259685185,3.669702,0.5018227,28798.54,123996.7226,6.647666,16.685487,-7.301293,-0.0126125,18.10225,NA,NA,45.98625,0.1944226,0.0040163,2972.559,0.0381101,0.0,0.5023314161281924,0.4976685838718076,0.2925039645908779,0.22036024521290445,0.3290965466638264,0.15711614476082275,0.004875855049823664,8.284219744846032e-4,0.09136310918601624,0.6456957561125707,82.29666,82.28477,84.09058,84.40943,86.42496,86.63783,88.14143,88.12592,80.17645,80.20512,82.94411,83.20271,84.60973,84.78444,86.84698,86.86687,0.9667188,0.9402315,1.245151,1.192554,1.373112,1.313842,1.299891,1.276085,0.8485553,0.8308007,0.9599481,0.9247208,1.0423,1.009075,1.467345,1.442687,27262,25488,22890,12914,25392,25994,21918,11162
35500,Gallup,241691.0,4,Arizona,AZ,"Gallup, AZ",0.1841956,0.1708861,0.1392,0.1125461,0.3103448,0.2640777,0.2646104,0.2052239,0.65632182,0.7870844,0.82580644,0.8425926,0.2352496,7597.3905,0.0903437,0.1502465,0.1223788,0.1066497,-4.805254,80.391867,38.55766,66.98175,31.170881,42.281802,86.493517,0.0626083,0.0689167,0.0556333,0.4763211,0.3411,0.339382,0.0794,0.471,-2.2044376,42.45669,0.5147068,8.443012,0.0756848,0.3717946,0.397433,0.5025365,0.0500125,1.482325,0.0372500424,0.0413213566,9.083812,0.4675711,20837.03,81915.01664,6.1867998,17.605443,-19.59809,0.0254005,11.91992,1922.62,-0.1309147,34.088,0.268,0.0073027,2277.78,0.025109,1.66,0.5051580251114901,0.4948419748885099,0.32994741069909345,0.24469259594876402,0.2990942294223091,0.1264280033081005,0.005967243473822083,0.005179788930525933,0.10403105499123512,0.2681381646373554,83.82751,83.83885,84.58073,84.68296,86.81065,86.86995,86.78035,86.85347,77.98616,77.99357,82.36495,82.38235,84.367,84.4029,83.55064,83.65728,0.3925388,0.3856876,0.547094,0.5354992,0.5804891,0.5616391,0.930995,0.9026237,0.3332202,0.3306956,0.4312834,0.4253534,0.5515906,0.5380709,0.854248,0.8334894,207333,148280,101970,50555,180214,129345,93870,43709
35600,Hawaii,148677.0,15,Hawaii,HI,"Hawaii, HI",0.2681464,0.1935024,0.1393939,0.1116531,0.1993315,0.2044406,0.189916,0.1758602,0.74153847,0.80533797,0.84952277,0.88054794,0.1170611,6585.18,-0.1229196,0.1312676,0.1162626,0.119767,0.3129709,76.533281,83.453237,63.897973,83.714846,63.485881,23.6,0.0421039,0.0453814,0.0369848,0.0432821,0.33437,0.1565742,0.10432,0.53404,NA,39.77011,0.4049046,9.491044,0.0495255,0.6151239,0.7176445,0.6174693,0.0259315,10.22889,0.0294127538,0.0163845114,36.91071,0.3457209,35009.52,204882.1,6.5629113,18.203006,NA,NA,22.1,1697.23,-0.0909221,40.14925,0.2398665,0.0079501,1422.226,0.020113,1.05,0.49908650241311214,0.5009134975868879,0.24800139400787827,0.2400016897065191,0.3530008131712623,0.15999936636005535,0.21509435954842593,0.006610976755974696,0.12022789916676348,0.30833447740545566,83.87778,82.26493,85.05354,82.83282,87.79663,85.62225,88.17104,86.18461,78.55526,77.64072,82.0622,81.00724,83.5789,82.47906,85.58909,84.71712,0.5285179,0.6338504,0.6318491,0.8386248,0.6128144,0.8855852,0.774742,1.084663,0.4011535,0.4230151,0.4984257,0.5850397,0.5919381,0.7091397,0.701827,0.7902688,121626,119452,103583,74377,123248,115701,100480,67309
35701,Twin Falls,120807.0,16,Idaho,ID,"Twin Falls, ID",0.2773067,0.2126938,0.1404639,0.0928218,0.2395178,0.2198297,0.189907,0.1365915,0.65896654,0.78055876,0.84487951,0.90424079,0.2530421,8006.1139,0.8815573,0.175716,0.1186432,0.1155451,-0.5175036,77.643416,82.58099,61.533204,72.657496,64.545852,58.236527,0.035396,0.0187138,0.0491374,0.0332267,0.30643,0.1222192,0.11017,0.60893,0.17162849,45.04209,0.1183706,11.76836,0.0388793,0.2888004,0.4051193,0.666261,0.0982991,8.357947,0.01794598,0.0182605313,14.76694,0.5047919,35364.21,168263.4478,5.4912054,18.552041,1.240836,0.0113738,19.43825,2917.87,-0.2114173,45.4935,0.1560071,0.0078555,2186.71,0.0180096,0.4,0.4979954993941492,0.5020045006058508,0.3017621602908084,0.2520131556171023,0.30651203046563963,0.1401765622295309,0.009742080664704864,0.0034689285096070623,0.20222953089839016,0.7662177600830881,82.36199,82.58005,83.30605,83.61664,86.3905,86.4968,89.39888,89.56183,77.40735,77.56711,81.67279,81.87276,83.20241,83.28865,85.63326,85.85202,0.5763713,0.5507798,0.6865659,0.6636591,0.7826742,0.7555676,0.7773198,0.7378252,0.470574,0.4656548,0.5294438,0.5132822,0.6711381,0.657481,0.7716909,0.7436045,85303,87948,76475,50964,88481,99157,72821,46022
35702,Burley,41590.0,16,Idaho,ID,"Burley, ID",0.2509855,0.1530612,0.1516393,0.0728477,0.2482853,0.2335092,0.2669491,0.1972789,0.63562089,0.77984494,0.8403756,0.8611111,0.24905190000000002,6983.6104,0.4450211,0.1414165,0.1219393,0.1245675,-1.599487,70.940205,79.723852,57.191415,62.445939,54.503132,44.296591,0.0213796,0.0225414,0.0193545,0.0406015,0.25787,0.1419673,0.09512,0.6454,-0.74494766,73.71724,0.1298389,22.00048,0.050621,0.0624601,0.1503268,0.6342797,0.1564126,9.178825,0.0084395287,0.0194517913,12.50425,0.5356949,28356.68,104888.4695,4.0999247,19.60971,-4.157844,0.0031497,12.05674,NA,NA,48.723,0.1334262,0.0051214,2118.633,0.0125022,0.4,0.492384852528413,0.507615147471587,0.33428426816362217,0.2371508765471863,0.28969769474991947,0.13930428380803386,0.004003128882344821,0.0013573827819445084,0.2915382137762849,0.6843279804904984,84.29355,83.69843,87.37288,87.342,85.77092,85.97726,87.95476,88.26992,78.24281,77.6105,80.66852,80.76251,86.1684,86.20319,84.59483,84.95021,0.9132674,0.9091635,0.9624218,0.9246415,1.504007,1.446388,2.09407,1.973474,0.7956374,0.7815518,0.945033,0.9235333,0.9758036,0.9500009,2.151649,2.073567,25750,28782,22980,9825,27322,32995,21559,8699
35801,Boise,493970.0,16,Idaho,ID,"Boise, ID",0.2729064,0.2051233,0.14664460000000001,0.0916703,0.2515369,0.2169867,0.2070145,0.1761775,0.70681411,0.80802953,0.86519015,0.90860474,0.1901141,8139.4784,0.4604933,0.1619295,0.1164054,0.1148434,0.2698004,80.449764,84.899338,66.586653,78.210103,64.636419,38.822928,0.0724128,0.0614114,0.0833972,0.0848086,0.29122,0.0944842,0.12044,0.56545,0.41523422,42.05862,0.6285807,9.140433,0.0417726,0.6378316,0.7721169,0.6920973,0.1554509,5.795272,0.0381561633,0.0196206247,33.22972,0.3422854,35641.88,153596.9303,5.0570119,19.50053,-0.7695163,0.0347916,24.82942,3782.79,-0.0687847,42.66275,0.1668107,0.0081786,1584.391,0.0158194,0.4,0.49990464964375003,0.50009535035625,0.2964254878259368,0.27130554909041765,0.3127867080101807,0.11913538999797287,0.020082136448612165,0.008333771294287237,0.13007590488989662,0.8113384337014709,82.80511,82.86906,85.87191,86.01886,86.37729,86.61689,88.3536,88.45361,78.06966,78.15974,82.12521,82.31743,84.27735,84.54018,86.82812,86.97227,0.3316775,0.3252403,0.3221338,0.312909,0.3807647,0.3661776,0.4310115,0.4230588,0.269356,0.2674546,0.3129692,0.3097583,0.3329236,0.3268782,0.3737017,0.3632063,302310,361091,363722,297603,294197,358331,356784,288591
35802,Ontario,62170.0,41,Oregon,OR,"Ontario, OR",0.2840467,0.2009029,0.1240876,0.1057692,0.3212851,0.2586605,0.3007519,0.2352941,0.67276889,0.78851175,0.80869567,0.89108908,0.2535228,7946.1568,0.9337166,0.172312,0.1353493,0.1044289,-0.4537215,82.489206,77.176823,65.069664,79.669401,53.888831,48.260967,0.0160347,0.008213,0.0211724,0.0933199,0.30383,0.1583024,0.07832,0.56476,-0.58274352,45.19543,0.6401802,19.17967,0.0775503,0.2090391,0.241076,0.5710353,0.1456951,7.200419,0.0129483674,0.0162136078,5.290647,0.4898041,27631.44,117168.2576,5.9909463,18.04557,-0.7638445,-0.0043587,11.19127,1800.0,-0.2186948,44.18175,0.1787363,0.0087663,2173.65,0.0207437,0.0,0.4756247439573945,0.5243752560426055,0.281048120253364,0.2420823748148615,0.31082784483030285,0.16621498124980305,0.00940661141398544,0.0057038414269057446,0.24115274320108404,0.7138782970409353,82.0215,82.01249,84.58154,84.76655,84.13354,84.16171,84.32066,84.05233,78.69694,78.67233,81.58404,81.70082,83.25169,83.23602,86.31776,86.33601,0.7828217,0.7543945,0.9210665,0.88479,1.341208,1.306707,1.83601,1.79837,0.6559826,0.6381533,0.7533358,0.7325305,1.103721,1.082619,1.391505,1.363542,43143,40647,32217,14524,42676,42151,29472,12898
35803,McCall,11127.0,16,Idaho,ID,"McCall, ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24868010000000002,8288.1187,-1.209254,0.1913123,0.0637822,0.0895057,-0.837562,68.330032,72.481125,67.366823,72.884612,62.579672,31.585126,0.0173549,0.0135385,0.0193328,0.0057648,0.3244,0.1108484,0.16583,0.58528,1.1752755,28.45331,0.0359486,1.833378,0.0857429,0.2431013,0.2930244,0.5993086,0.0694942,1.460312,0.041610497,0.0329828345,2.206687,0.5606565,33157.21,172000.477,7.8244242,16.542503,10.85209,-3.15e-4,22.73872,4200.0,NA,44.324,0.1440613,0.0074593,2807.434,0.0269603,0.4,0.48179808400884305,0.518201915991157,0.23043478260869565,0.14981577008106117,0.41820191599115697,0.20184229918938837,0.0016212232866617538,0.0,0.03846720707442889,0.9420044215180545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35901,St. George,130138.0,49,Utah,UT,"St. George, UT",0.162406,0.1067146,0.0848329,0.0575758,0.2136223,0.1928747,0.2083333,0.1956522,0.74920636,0.81462801,0.83957219,0.90312499,0.21213249999999997,8800.078,-0.0345262,0.1324142,0.1173218,0.1206757,0.4265845,83.065561,84.748019,68.465996,74.109033,69.138513,36.499011,0.0306662,0.0259873,0.032754,0.0278602,0.27091,0.1314097,0.13401,0.60736,-1.2084998,75.48602,0.2289877,4.950898,0.0419066,1.723008,2.208027,0.6017903,0.0786833,3.808368,0.0770182422,0.0346862561,15.65184,0.5748857,31383.4,174408.8323,4.9222796,21.991851,0.548534,-0.0110851,21.3161,1340.29,-0.0411241,46.24925,0.1360118,0.0078378,2203.389,0.0231499,0.0,0.5030366058672374,0.4969633941327625,0.3273779173376817,0.26058268503607074,0.2491076972784136,0.16369400705764756,0.006123695622542066,0.0048313080880237076,0.0943594351862603,0.8576808711499725,83.75099,84.01164,85.95528,86.10196,87.30773,87.43162,88.18199,88.45688,78.99865,79.29983,82.59058,82.77866,84.94695,85.12071,87.78064,88.00651,0.5459749,0.520709,0.5803705,0.5557877,0.5991974,0.5794376,0.8750312,0.8274394,0.5003545,0.4861397,0.5618443,0.5427769,0.5975281,0.5815552,0.7196651,0.6831656,81049,84472,86595,56918,72950,83035,81928,49821
35902,Price,54045.0,49,Utah,UT,"Price, UT",0.2377972,0.154161,0.1356784,0.092827,0.254172,0.2290503,0.259542,0.1702128,0.64705884,0.77279103,0.80158728,0.9130435,0.182951,8750.3781,2.873043,0.2483999,0.1235117,0.1185218,-0.6324266,80.131864,82.051078,68.784345,71.297551,50.659648,50.516781,0.0162974,0.0149231,0.0152462,0.0385268,0.22935,0.1403654,0.05884,0.61921,-0.17603138,77.23009,0.2442409,7.725044,0.0596808,0.1201036,0.2828327,0.5964029,0.0766531,3.271829,0.0186511241,0.0297714867,7.18835,0.5772378,26759.49,123895.3836,4.631434,20.995592,4.09612,-0.0148867,14.26527,1099.14,0.0314566,50.046,0.1295473,0.0101582,2778.039,0.0330869,0.0,0.48888999850202225,0.5111100014979777,0.32900584211314726,0.26657345916346264,0.27258201428072104,0.131023118789634,0.004510577387193955,0.007806128393335663,0.10041444050531782,0.863767247549142,83.57492,83.5918,85.62513,85.82267,85.48777,85.7938,88.135,88.35394,76.05534,75.97655,80.90077,81.15629,83.84267,84.1238,87.38096,87.52695,0.8845868,0.8549564,0.9765503,0.9322948,1.125192,1.073305,1.457571,1.387534,0.7129748,0.7025669,0.866222,0.8446086,0.9727083,0.9402457,1.221959,1.175409,29379,28525,34844,17929,26161,32668,37217,15958
